Purchase Order Number,Vendor Name,Department,Address,Shipment ID,Load Number,Assigned SCAC,Executing SCAC,PRO,Trip ID,Truck Load Optimization Reference ID,Status,Destination,Pickup Date,In Yard Goal Date,Final Routing Expected By,Cartons,Weight,Cube,Pallet Spaces,Commodity,bol,Appointment Number,Created By,Review By Date,Last Updated By
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706985,73390241,CPGJ,,460984,,,"Carrier Accepted, Awaiting Pickup",3802,2026-05-15,2026-05-28,2026-05-21,25,450,26,0.5,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706984,73390240,CPGJ,,460983,,,"Carrier Accepted, Awaiting Pickup",3801,2026-05-14,2026-05-20,2026-05-18,19,342,20,0.38,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706983,73390239,CPGJ,,460982,,,"Carrier Accepted, Awaiting Pickup",594,2026-05-15,2026-05-22,2026-05-14,26,468,27,0.52,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706982,73305009,CPGJ,,460885,,,"Carrier Accepted, Awaiting Pickup",593,2026-05-15,2026-05-16,2026-05-14,17,306,18,0.34,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706981,73390238,CPGJ,,460981,,,"Carrier Accepted, Awaiting Pickup",590,2026-05-15,2026-05-23,2026-05-19,20,360,21,0.4,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706980,73390237,CPGJ,,460980,,,"Carrier Accepted, Awaiting Pickup",588,2026-05-14,2026-05-16,2026-05-14,21,378,22,0.42,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706979,73390236,CPGJ,,460979,,,"Carrier Accepted, Awaiting Pickup",589,2026-05-14,2026-05-25,2026-05-18,16,288,17,0.32,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706978,73390235,CPGJ,,460978,,,"Carrier Accepted, Awaiting Pickup",587,2026-05-15,2026-05-22,2026-05-18,10,180,11,0.2,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706977,73390234,CPGJ,,460977,,,"Carrier Accepted, Awaiting Pickup",580,2026-05-15,2026-05-22,2026-05-20,14,252,15,0.28,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706976,73390233,CPGJ,,460976,,,"Carrier Accepted, Awaiting Pickup",579,2026-05-15,2026-05-28,2026-05-21,26,468,27,0.52,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706975,73390232,CPGJ,,460975,,,"Carrier Accepted, Awaiting Pickup",578,2026-05-14,2026-05-21,2026-05-21,28,504,29,0.56,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706974,73390231,CPGJ,,460974,,,"Carrier Accepted, Awaiting Pickup",558,2026-05-13,2026-05-17,2026-05-15,11,198,12,0.22,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706973,73390230,CPGJ,,460973,,,"Carrier Accepted, Awaiting Pickup",560,2026-05-14,2026-05-25,2026-05-15,21,378,22,0.42,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706972,73390229,CPGJ,,460972,,,"Carrier Accepted, Awaiting Pickup",557,2026-05-15,2026-05-20,2026-05-14,19,342,20,0.38,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706971,73390228,CPGJ,,460971,,,"Carrier Accepted, Awaiting Pickup",556,2026-05-14,2026-05-23,2026-05-14,16,288,17,0.32,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706970,73390227,CPGJ,,460970,,,"Carrier Accepted, Awaiting Pickup",554,2026-05-15,2026-05-19,2026-05-18,19,342,20,0.38,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706969,73390226,CPGJ,,460969,,,"Carrier Accepted, Awaiting Pickup",559,2026-05-15,2026-05-22,2026-05-18,20,360,21,0.4,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706968,73304995,CPGJ,,460884,,,"Carrier Accepted, Awaiting Pickup",555,2026-05-13,2026-05-18,2026-05-15,25,450,26,0.5,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706967,73390225,CPGJ,,460968,,,"Carrier Accepted, Awaiting Pickup",551,2026-05-15,2026-05-27,2026-05-25,13,234,14,0.26,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001864418,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14706966,73304993,CPGJ,,460883,,,"Carrier Accepted, Awaiting Pickup",553,2026-05-15,2026-05-16,2026-05-14,12,216,13,0.24,REF 40-60,,,SYSTEM,2026-05-05 23:59:00,steve@built.com
10001857485,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14679729,73017934,CPGJ,,460440,,,Picked Up,594,2026-05-08,2026-05-17,2026-05-07,46,161,14,0.11,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001857485,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14679728,72933322,DJML,,4002594786,,,Picked Up,590,2026-05-05,2026-05-14,2026-05-08,6,21,2,0.02,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001857485,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14679726,73017944,CPGJ,,460450,,,Picked Up,587,2026-05-08,2026-05-15,2026-05-11,42,147,13,0.1,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001857485,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14679727,72933316,LOAA,,10190488,,,Picked Up,558,2026-05-05,2026-05-10,2026-05-08,1,4,1,0.01,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001857485,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14679725,72933324,LOAA,,10190490,,,Picked Up,593,2026-05-05,2026-05-09,2026-05-07,6,21,2,0.02,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001857485,"Built Brands, LLC",94,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14679724,72933321,LOAA,,10190674,,,Picked Up,3801,2026-05-05,2026-05-12,2026-05-08,8,28,3,0.02,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666728,73017947,CPGJ,,460453,,,Picked Up,3811,2026-05-08,2026-05-16,2026-05-07,44,792,48,0.88,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666727,73017946,CPGJ,,460452,,,Picked Up,3804,2026-05-08,2026-05-16,2026-05-07,28,504,31,0.56,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666725,73017934,CPGJ,,460440,,,Picked Up,594,2026-05-08,2026-05-17,2026-05-07,47,846,51,0.94,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666726,73017945,CPGJ,,460451,,,Picked Up,3808,2026-05-07,2026-05-16,2026-05-07,30,540,32,0.6,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666724,73017944,CPGJ,,460450,,,Picked Up,587,2026-05-08,2026-05-15,2026-05-11,4,72,5,0.08,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666723,72933315,DJML,,4002594785,,,Picked Up,559,2026-05-05,2026-05-15,2026-05-11,5,90,6,0.1,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666722,72933324,LOAA,,10190490,,,Picked Up,593,2026-05-05,2026-05-09,2026-05-07,1,18,2,0.1,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666721,72933325,DJML,,4002594792,,,Picked Up,3803,2026-05-05,2026-05-14,2026-05-07,74,252,16,0.24,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666720,72933316,LOAA,,10190488,,,Picked Up,558,2026-05-05,2026-05-10,2026-05-08,2,36,3,0.04,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666719,73017943,CPGJ,,460449,,,Picked Up,3857,2026-05-08,2026-05-19,2026-05-11,47,246,16,0.25,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666718,72933312,DJML,,4002594789,,,Picked Up,553,2026-05-05,2026-05-09,2026-05-07,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666717,73017942,CPGJ,,460448,,,Picked Up,3865,2026-05-08,2026-05-15,2026-05-11,10,30,2,0.03,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666716,73017941,CPGJ,,460447,,,Picked Up,589,2026-05-07,2026-05-19,2026-05-12,83,699,43,0.75,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666715,72933322,DJML,,4002594786,,,Picked Up,590,2026-05-05,2026-05-14,2026-05-08,110,345,22,0.33,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666714,72933313,DJML,,4002595573,,,Picked Up,554,2026-05-05,2026-05-12,2026-05-11,19,57,4,0.05,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666712,73017939,CPGJ,,460445,,,Picked Up,580,2026-05-08,2026-05-15,2026-05-13,67,231,15,0.22,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666713,73017940,CPGJ,,460446,,,Picked Up,3802,2026-05-08,2026-05-18,2026-05-11,160,930,57,0.97,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666711,72933314,DJML,,4002594793,,,Picked Up,557,2026-05-05,2026-05-14,2026-05-08,67,216,14,0.21,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666710,73017938,CPGJ,,460444,,,Picked Up,560,2026-05-07,2026-05-18,2026-05-08,94,912,53,0.99,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666709,73017937,CPGJ,,460443,,,Picked Up,556,2026-05-07,2026-05-16,2026-05-07,58,594,36,0.65,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666708,72933326,DJML,,4002595579,,,Picked Up,3856,2026-05-05,2026-05-10,2026-05-07,13,69,5,0.07,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666707,72933319,DJML,,4002594791,,,Picked Up,3806,2026-05-05,2026-05-10,2026-05-07,75,285,19,0.28,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666706,73017936,CPGJ,,460442,,,Picked Up,551,2026-05-08,2026-05-20,2026-05-18,632,2391,152,2.36,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001855569,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14666705,73017935,CPGJ,,460441,,,Picked Up,579,2026-05-08,2026-05-18,2026-05-11,208,1344,84,1.41,REF 40-60,,,SYSTEM,2026-04-29 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563229,72631258,CPGJ,,460050,,,Picked Up,3806,2026-05-01,2026-05-03,2026-05-01,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563228,72550720,WENP,,4003271697,,,Picked Up,551,2026-04-28,2026-05-13,2026-05-11,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563227,72550726,CPGJ,,460021,,,Picked Up,3811,2026-05-01,2026-05-09,2026-05-04,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563226,72550728,WENP,,4003271510,,,Picked Up,3808,2026-04-28,2026-05-09,2026-04-30,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563225,72550719,WENP,,4003271512,,,Picked Up,579,2026-04-28,2026-05-11,2026-05-05,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563224,72631257,CPGJ,,460049,,,Picked Up,3803,2026-05-01,2026-05-07,2026-05-01,5,90,6,0.1,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563223,72550724,WENP,,4003271516,,,Picked Up,3802,2026-04-28,2026-05-11,2026-05-05,2,36,3,0.04,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563222,72550721,CPGJ,,460020,,,Picked Up,587,2026-05-01,2026-05-08,2026-05-04,2,36,3,0.04,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563221,72550723,WENP,,4003271507,,,Picked Up,589,2026-04-28,2026-05-12,2026-05-07,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563220,72550718,WENP,,4003271515,,,Picked Up,560,2026-04-28,2026-05-11,2026-05-06,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563219,72550743,WENP,,4003271702,,,Picked Up,588,2026-04-28,2026-05-02,2026-04-30,617,1851,121,1.75,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563218,72550722,WENP,,4003271511,,,Picked Up,556,2026-04-28,2026-05-09,2026-05-01,1,18,2,0.02,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563217,72631256,CPGJ,,460048,,,Picked Up,3801,2026-04-30,2026-05-05,2026-05-01,268,804,53,0.76,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563216,72631255,CPGJ,,460047,,,Picked Up,594,2026-05-01,2026-05-10,2026-04-30,791,2388,156,2.26,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563215,72550740,CPGJ,,460026,,,Picked Up,590,2026-05-01,2026-05-07,2026-05-05,1238,3714,241,3.52,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563214,72631254,CPGJ,,460046,,,Picked Up,559,2026-05-01,2026-05-08,2026-05-04,675,2025,133,1.92,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563213,72631253,CPGJ,,460045,,,Picked Up,578,2026-04-30,2026-05-07,2026-05-05,462,1416,92,1.35,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563212,72550737,CPGJ,,460025,,,Picked Up,558,2026-04-29,2026-05-03,2026-04-30,667,2001,131,1.89,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563211,72550736,WENP,,4003271698,,,Picked Up,593,2026-04-28,2026-05-02,2026-04-30,505,1515,102,1.43,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563210,72550735,WENP,,4003271700,,,Picked Up,553,2026-04-28,2026-05-02,2026-04-30,461,1398,93,1.33,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563209,72550734,WENP,,4003271695,,,Picked Up,554,2026-04-28,2026-05-05,2026-05-05,813,2454,159,2.33,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563208,72550733,CPGJ,,460024,,,Picked Up,555,2026-04-29,2026-05-02,2026-04-30,668,2004,132,1.9,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001844806,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14563207,72631252,CPGJ,,460044,,,Picked Up,557,2026-05-01,2026-05-07,2026-05-01,829,2487,162,2.36,REF 40-60,,,SYSTEM,2026-04-22 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489833,72631251,CPGJ,,460043,,,Picked Up,3857,2026-05-01,2026-05-12,2026-05-07,1391,4398,281,4.21,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489832,72631250,CPGJ,,460042,,,Picked Up,3868,2026-04-30,2026-05-08,2026-05-05,1293,4104,262,3.93,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489831,72550729,CPGJ,,460023,,,Picked Up,580,2026-05-01,2026-05-08,2026-05-05,3287,10356,661,9.9,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489830,72550728,WENP,,4003271510,,,Picked Up,3808,2026-04-28,2026-05-09,2026-04-30,4436,13938,890,13.32,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489829,72550727,CPGJ,,460022,,,Picked Up,3804,2026-05-01,2026-05-09,2026-05-05,5206,16338,1043,15.61,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489828,72550726,CPGJ,,460021,,,Picked Up,3811,2026-05-01,2026-05-09,2026-05-04,5378,16899,1079,16.15,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489827,72550725,WENP,,4003271699,,,Picked Up,3865,2026-04-28,2026-05-07,2026-05-05,1987,6231,398,5.95,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489826,72550724,WENP,,4003271516,,,Picked Up,3802,2026-04-28,2026-05-11,2026-05-05,6112,19146,1223,18.29,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489825,72550723,WENP,,4003271507,,,Picked Up,589,2026-04-28,2026-05-10,2026-05-05,4310,13560,866,12.97,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489824,72550722,WENP,,4003271511,,,Picked Up,556,2026-04-28,2026-05-09,2026-05-01,4616,14478,925,13.83,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489823,72550721,CPGJ,,460020,,,Picked Up,587,2026-05-01,2026-05-08,2026-05-04,4614,14517,927,13.88,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489822,72550720,WENP,,4003271697,,,Picked Up,551,2026-04-28,2026-05-13,2026-05-11,2715,8550,546,8.18,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489821,72550719,WENP,,4003271512,,,Picked Up,579,2026-04-28,2026-05-11,2026-05-05,4751,14928,953,14.27,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836625,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489820,72550718,WENP,,4003271515,,,Picked Up,560,2026-04-28,2026-05-11,2026-05-06,4641,14553,929,13.91,REF 40-60,,,SYSTEM,2026-04-21 23:59:00,steve@built.com
10001836630,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489819,72933326,DJML,,4002595579,,,Picked Up,3856,2026-05-05,2026-05-09,2026-05-07,2772,8721,557,8.34,REF 40-60,,,SYSTEM,2026-04-28 23:59:00,steve@built.com
10001836630,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489818,72933325,DJML,,4002594792,,,Picked Up,3803,2026-05-05,2026-05-13,2026-05-07,4616,14478,925,13.83,REF 40-60,,,SYSTEM,2026-04-28 23:59:00,steve@built.com
10001836630,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489817,72933324,LOAA,,10190490,,,Picked Up,593,2026-05-05,2026-05-09,2026-05-07,4476,14058,898,13.44,REF 40-60,,,SYSTEM,2026-04-28 23:59:00,steve@built.com
10001836630,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489816,72933323,DJML,,4002594795,,,Picked Up,588,2026-05-05,2026-05-09,2026-05-07,4606,14493,925,13.86,REF 40-60,,,SYSTEM,2026-04-28 23:59:00,steve@built.com
10001836630,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489815,72933322,DJML,,4002594786,,,Picked Up,590,2026-05-05,2026-05-14,2026-05-08,4284,13482,861,12.89,REF 40-60,,,SYSTEM,2026-04-28 23:59:00,steve@built.com
10001836630,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489814,72933321,LOAA,,10190674,,,Picked Up,3801,2026-05-05,2026-05-12,2026-05-08,3597,11331,723,10.84,REF 40-60,,,SYSTEM,2026-04-28 23:59:00,steve@built.com
10001836630,"Built Brands, LLC",71,"600 E. Quality Dr, American Fork, UT US 84003 ",SIQ14489813,73017934,CPGJ,,460440,,,Picked Up,594,2026-05-08,2026-05-17,2026-05-07,4987,15681,1001,14.99,REF 40-60,,,SYSTEM,2026-04-28 23:59:00,steve@built.com
