Purchase Order Number,Vendor Name,Department,Address,Shipment ID,Load Number,Assigned SCAC,Executing SCAC,PRO,Trip ID,Truck Load Optimization Reference ID,Status,Destination,Pickup Date,In Yard Goal Date,Final Routing Expected By,Cartons,Weight,Cube,Pallet Spaces,Commodity,bol,Appointment Number,Created By,Review By Date,Last Updated By
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001133,70582771,NFTG,NFTG,70582771,,,"Carrier Accepted, Awaiting Pickup",588,2026-03-20,2026-03-26,2026-03-19,135,993,49,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001132,70582771,NFTG,NFTG,70582771,,,"Carrier Accepted, Awaiting Pickup",594,2026-03-20,2026-03-24,2026-03-23,150,1103,54,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001131,70582772,NFTG,NFTG,70582772,,,Picked Up,580,2026-03-18,2026-03-20,2026-03-19,105,772,38,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001130,70582772,NFTG,NFTG,70582772,,,Picked Up,559,2026-03-18,2026-03-20,2026-03-19,135,993,49,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001129,70582772,NFTG,NFTG,70582772,,,Picked Up,556,2026-03-18,2026-03-23,2026-03-19,150,1103,54,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001128,70582772,NFTG,NFTG,70582772,,,Picked Up,560,2026-03-18,2026-03-21,2026-03-19,210,1544,76,1,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001127,70582772,NFTG,NFTG,70582772,,,Picked Up,554,2026-03-18,2026-03-23,2026-03-19,105,772,38,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001125,70582771,NFTG,NFTG,70582771,,,"Carrier Accepted, Awaiting Pickup",555,2026-03-20,2026-03-27,2026-03-20,240,1764,87,1,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001126,70582772,NFTG,NFTG,70582772,,,Picked Up,578,2026-03-18,2026-03-24,2026-03-23,150,1103,54,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001124,70582772,NFTG,NFTG,70582772,,,Picked Up,557,2026-03-18,2026-03-20,2026-03-19,210,1544,76,1,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001123,70582772,NFTG,NFTG,70582772,,,Picked Up,558,2026-03-18,2026-03-24,2026-03-17,90,662,33,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001122,70582772,NFTG,NFTG,70582772,,,Picked Up,553,2026-03-18,2026-03-25,2026-03-19,180,1323,65,1,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001770554,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ14001121,70582772,NFTG,NFTG,70582772,,,Picked Up,551,2026-03-18,2026-03-20,2026-03-19,135,993,49,0.5,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,mishipping@armalybrands.com
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996901,,,,,,,Cancelled,3856,,2026-03-25,,106,780,39,0.29,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996900,,,,,,,Cancelled,3868,,2026-03-22,,31,228,12,0.09,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996899,,,,,,,Cancelled,3808,,2026-03-24,,180,1323,65,0.49,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996898,,,,,,,Cancelled,3857,,2026-03-23,,76,559,28,0.21,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996897,,,,,,,Cancelled,3811,,2026-03-24,,180,1323,65,0.49,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996896,,,,,,,Cancelled,3801,,2026-03-24,,105,772,38,0.29,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996895,,,,,,,Cancelled,3865,,2026-03-20,,76,559,28,0.21,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996894,,,,,,,Cancelled,593,,2026-03-24,,210,1544,76,0.57,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996893,,,,,,,Cancelled,3803,,2026-03-20,,105,772,38,0.29,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996892,,,,,,,Cancelled,3804,,2026-03-20,,150,1103,54,0.41,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996891,,,,,,,Cancelled,3806,,2026-03-25,,255,1875,92,0.69,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996890,,,,,,,Cancelled,3802,,2026-03-25,,285,2095,103,0.77,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996889,,,,,,,Cancelled,590,,2026-03-20,,181,1331,66,0.49,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996888,,,,,,,Cancelled,579,,2026-03-25,,180,1323,65,0.49,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996887,,,,,,,Cancelled,594,,2026-03-24,,150,1103,54,0.41,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996886,,,,,,,Cancelled,560,,2026-03-21,,210,1544,76,0.57,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996885,,,,,,,Cancelled,580,,2026-03-20,,105,772,38,0.29,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996884,,,,,,,Cancelled,587,,2026-03-20,,135,993,49,0.37,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996883,,,,,,,Cancelled,588,,2026-03-26,,136,1000,49,0.37,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996882,,,,,,,Cancelled,589,,2026-03-22,,196,1441,71,0.53,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996881,,,,,,,Cancelled,555,,2026-03-27,,240,1764,87,0.65,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996880,,,,,,,Cancelled,559,,2026-03-20,,135,993,49,0.37,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996879,,,,,,,Cancelled,551,,2026-03-20,,135,993,49,0.37,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996878,,,,,,,Cancelled,556,,2026-03-23,,150,1103,54,0.41,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996877,,,,,,,Cancelled,554,,2026-03-23,,105,772,38,0.29,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996876,,,,,,,Cancelled,578,,2026-03-24,,150,1103,54,0.41,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996875,,,,,,,Cancelled,558,,2026-03-24,,90,662,33,0.25,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996874,,,,,,,Cancelled,553,,2026-03-25,,180,1323,65,0.49,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001769341,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13996873,,,,,,,Cancelled,557,,2026-03-20,,210,1544,76,0.57,DRY SCENTED,,,SYSTEM,2026-03-12 23:59:00,SHIPIQAPI
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797126,69869442,NFTG,,69869442,,,Picked Up,3803,2026-03-05,2026-03-06,2026-03-19,135,993,49,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797125,69869442,NFTG,,69869442,,,Picked Up,3811,2026-03-05,2026-03-10,2026-03-19,210,1544,76,0.75,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797124,69869442,NFTG,,69869442,,,Picked Up,3804,2026-03-05,2026-03-06,2026-03-20,150,1103,54,0.75,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797123,69869442,NFTG,,69869442,,,Picked Up,3865,2026-03-05,2026-03-06,2026-03-20,120,882,44,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797122,69869442,NFTG,,69869442,,,Picked Up,3808,2026-03-05,2026-03-10,2026-03-18,180,1323,65,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797121,69869442,NFTG,,69869442,,,Picked Up,594,2026-03-05,2026-03-10,2026-03-19,150,1103,54,0.75,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797120,69869442,NFTG,,69869442,,,Picked Up,593,2026-03-05,2026-03-10,2026-03-16,210,1544,76,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797119,69869442,NFTG,,69869442,,,Picked Up,587,2026-03-05,2026-03-06,2026-03-20,165,1213,60,0.75,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797118,69869442,NFTG,,69869442,,,Picked Up,3802,2026-03-05,2026-03-11,2026-03-19,285,2095,103,1.25,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797117,69869442,NFTG,,69869442,,,Picked Up,590,2026-03-05,2026-03-06,2026-03-20,195,1434,71,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797116,69869442,NFTG,,69869442,,,Picked Up,588,2026-03-05,2026-03-12,2026-03-16,135,993,49,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797115,69869442,NFTG,,69869442,,,Picked Up,560,2026-03-05,2026-03-07,2026-03-19,255,1875,92,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797114,69869442,NFTG,,69869442,,,Picked Up,3868,2026-03-05,2026-03-08,2026-03-19,45,331,16,0.25,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797113,69869442,NFTG,,69869442,,,Picked Up,553,2026-03-05,2026-03-11,2026-03-17,165,1213,60,0.75,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797112,69869442,NFTG,,69869442,,,Picked Up,555,2026-03-05,2026-03-13,2026-03-17,255,1875,92,1.25,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797111,69869442,NFTG,,69869442,,,Picked Up,554,2026-03-05,2026-03-09,2026-03-18,75,552,27,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797110,69869442,NFTG,,69869442,,,Picked Up,551,2026-03-05,2026-03-06,2026-03-20,135,993,49,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797109,69869442,NFTG,,69869442,,,Picked Up,559,2026-03-05,2026-03-06,2026-03-20,135,993,49,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797108,69869442,NFTG,,69869442,,,Picked Up,557,2026-03-05,2026-03-06,2026-03-20,225,1654,81,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797107,69869442,NFTG,,69869442,,,Picked Up,578,2026-03-05,2026-03-10,2026-03-19,150,1103,54,0.75,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797106,69869442,NFTG,,69869442,,,Picked Up,556,2026-03-05,2026-03-09,2026-03-18,180,1323,65,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797105,69869442,NFTG,,69869442,,,Picked Up,3857,2026-03-05,2026-03-09,2026-03-19,105,772,37,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797104,69869442,NFTG,,69869442,,,Picked Up,589,2026-03-05,2026-03-08,2026-03-19,225,1654,81,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797103,69869442,NFTG,,69869442,,,Picked Up,558,2026-03-05,2026-03-10,2026-03-13,120,882,43,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797102,69869442,NFTG,,69869442,,,Picked Up,3806,2026-03-05,2026-03-11,2026-03-18,300,2205,107,1.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797101,69869442,NFTG,,69869442,,,Picked Up,3856,2026-03-05,2026-03-11,2026-03-17,105,772,38,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797100,69869442,NFTG,,69869442,,,Picked Up,3801,2026-03-05,2026-03-10,2026-03-19,135,993,48,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797099,69869442,NFTG,,69869442,,,Picked Up,579,2026-03-05,2026-03-11,2026-03-19,195,1434,70,1,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001747725,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13797098,69869442,NFTG,,69869442,,,Picked Up,580,2026-03-05,2026-03-06,2026-03-19,105,772,38,0.5,DRY SCENTED,,,SYSTEM,2026-02-26 23:59:00,mishipping@armalybrands.com
10001741415,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13717764,70582771,NFTG,NFTG,70582771,,,"Carrier Accepted, Awaiting Pickup",3856,2026-03-20,2026-03-27,2026-03-20,150,1103,47,0.75,DRY SCENTED,,,SYSTEM,2026-03-11 23:59:00,mishipping@armalybrands.com
10001741415,ARMALY BRANDS,3,"1450 MCPHERSON PARK DR, HOWELL, MI US 48843 ",SIQ13717763,70582771,NFTG,NFTG,70582771,,,"Carrier Accepted, Awaiting Pickup",3806,2026-03-20,2026-03-27,2026-03-23,255,1875,80,1.25,DRY SCENTED,,,SYSTEM,2026-03-11 23:59:00,mishipping@armalybrands.com
